date,pm2_5,air_temperature,air_humidity,is_primary_outlier,T,P0,P,U,DD,Ff,VV
2024-06-15 08:00:00,24.0,26.29249985,55.03466571666667,False,25.0,746.9,757.7,61.0,8.0,5.0,10.0
2024-06-15 09:00:00,21.95,27.811166316666668,47.484999433333336,False,27.0,747.0,757.7,54.0,8.0,5.0,10.0
2024-06-15 10:00:00,48.21666666666667,29.38077742777778,42.8594439,False,28.0,747.0,757.7,51.0,8.0,5.0,10.0
2024-06-15 11:00:00,74.48333333333333,30.95038853888889,38.23388836666667,False,29.0,747.1,757.7,43.0,8.0,5.0,10.0
2024-06-15 12:00:00,100.75,32.51999965,33.608332833333336,False,30.0,747.1,757.7,38.0,8.0,5.0,10.0
2024-06-15 13:00:00,110.88333333333334,33.11199941666667,31.34916625,False,31.0,747.1,757.7,33.0,8.0,5.0,10.0
2024-06-15 14:00:00,99.16666666666667,33.4153326,28.523833016666668,False,31.0,747.1,757.7,35.0,8.0,6.0,10.0
2024-06-15 15:00:00,85.76666666666667,31.939666199999998,32.1689996,False,31.0,746.3,756.9,35.0,8.0,5.0,10.0
2024-06-15 16:00:00,95.83333333333333,32.523499699999995,31.69749961666667,False,31.0,746.3,756.9,33.0,10.0,6.0,10.0
2024-06-15 17:00:00,112.05,32.5252495,29.05224978333333,False,31.0,746.3,756.9,33.0,8.0,6.0,10.0
2024-06-15 18:00:00,101.3,30.280332816666665,36.7724995,False,28.5,746.65,757.3,43.5,8.0,4.5,10.0
2024-06-15 19:00:00,110.83333333333333,28.764166133333333,41.782499333333334,False,26.0,747.0,757.7,54.0,8.0,3.0,10.0
2024-06-15 20:00:00,109.59166666666667,27.486582875,46.380082916666666,False,23.0,746.9,757.7,65.0,8.0,3.0,10.0
2024-06-15 21:00:00,107.53333333333333,26.043833033333332,52.28099923333333,False,22.0,746.8499999999999,757.7,69.0,9.0,2.5,10.0
2024-06-15 22:00:00,96.73333333333333,24.864666483333334,57.07516591666667,False,21.0,746.8,757.7,73.0,10.0,2.0,10.0
2024-06-15 23:00:00,73.81666666666666,23.9928329,60.72433253333334,False,20.0,746.7,757.7,78.0,8.0,4.0,10.0
2024-06-16 00:00:00,56.76923076923077,23.655480586538463,61.886249240384615,False,19.0,746.7,757.7,88.0,8.0,4.0,10.0
2024-06-16 01:00:00,59.666666666666664,23.370166483333332,64.07433216666666,False,18.0,745.9,756.9,94.0,8.0,4.0,10.0
2024-06-16 02:00:00,93.38333333333334,23.07199965,65.42633266666667,False,19.0,746.7,757.7,88.0,8.0,4.0,10.0
2024-06-16 03:00:00,131.9,22.30716635,64.9574992,False,19.0,746.7,757.7,88.0,8.0,4.0,10.0
2024-06-16 04:00:00,160.18333333333334,21.84183315,65.67783208333334,False,19.0,746.7,757.7,88.0,8.0,4.0,10.0
2024-06-16 05:00:00,79.43333333333334,22.6193331,61.687332149999996,False,20.0,746.7,757.7,83.0,8.0,3.0,10.0
2024-06-16 06:00:00,62.46666666666667,24.573499683333335,54.94016605,False,22.0,747.3,758.2,73.0,10.0,2.0,10.0
2024-06-16 07:00:00,75.35,26.627332883333334,49.90533261666667,False,26.0,747.5,758.2,54.0,8.0,2.0,10.0
2024-06-16 08:00:00,72.91666666666667,27.344332950000002,50.09058271666667,False,28.0,747.5,758.2,48.0,10.0,3.0,10.0
2024-06-16 09:00:00,74.5,28.68649963333333,44.09349928333334,False,29.0,747.6,758.2,43.0,8.0,4.0,10.0
2024-06-16 10:00:00,80.28333333333333,29.603666266666668,41.42049943333333,False,29.0,747.6,758.2,43.0,10.0,4.0,10.0
2024-06-16 11:00:00,65.93333333333334,30.512666216666666,37.558665983333334,False,30.0,747.1,757.7,40.0,8.0,3.0,10.0
2024-06-16 12:00:00,52.675,32.23741608333333,36.47274949166667,False,29.0,747.1,757.7,35.0,4.0,5.0,10.0
2024-06-16 13:00:00,77.725,32.84383305,37.61983273333333,False,30.0,747.1,757.7,38.0,4.0,5.0,10.0
2024-06-16 14:00:00,89.39166666666667,32.76308303333333,38.298582966666665,False,31.0,747.1,757.7,40.0,4.0,5.0,10.0
2024-06-16 15:00:00,63.05,31.46733295,43.581499216666664,False,31.0,746.3,756.9,43.0,5.0,5.0,10.0
2024-06-16 16:00:00,63.55833333333333,30.313666333333334,47.96691605,False,31.0,746.3,756.9,46.0,0.0,5.0,10.0
2024-06-16 17:00:00,63.55833333333333,29.37791616666667,48.809082800000006,False,29.0,746.3,756.9,51.0,8.0,2.0,10.0
2024-06-16 18:00:00,70.76666666666667,28.43999965,51.5999991,False,27.0,746.2,756.9,62.0,8.0,3.0,10.0
2024-06-16 19:00:00,66.05,27.732999633333336,53.34849918333334,False,27.0,746.2,756.9,58.0,5.0,3.0,10.0
2024-06-16 20:00:00,66.78333333333333,26.613666249999998,58.49516586666667,False,24.0,746.1,756.9,69.0,1.0,3.0,10.0
2024-06-16 21:00:00,48.5,25.77516646666667,65.65899918333334,False,24.0,746.1,756.9,74.0,0.0,3.0,10.0
2024-06-16 22:00:00,36.18333333333333,24.617499783333333,71.25299858333332,False,22.0,746.8,757.7,88.0,0.0,2.0,10.0
2024-06-16 23:00:00,28.816666666666666,23.92633311666667,71.22249938333333,False,22.0,746.0,756.9,83.0,0.0,3.0,10.0
2024-06-17 00:00:00,28.416666666666668,23.23341651666667,73.24108218333335,False,21.0,746.0,756.9,88.0,0.0,4.0,10.0
2024-06-17 01:00:00,28.0,22.671999433333333,73.11649936666666,False,21.0,746.0,756.9,83.0,4.0,3.0,10.0
2024-06-17 02:00:00,27.8,22.094499833333334,75.46183268333334,False,20.0,746.0,756.9,94.0,4.0,2.0,10.0
2024-06-17 03:00:00,26.016666666666666,21.898416333333333,79.45074935,False,19.0,745.9,756.9,94.0,5.0,1.0,10.0
2024-06-17 04:00:00,23.933333333333334,20.813499683333337,83.52883223333333,False,19.0,745.9,756.9,100.0,1.0,3.0,10.0
2024-06-17 05:00:00,19.683333333333334,20.694333066666665,81.98633161666666,False,20.0,746.0,756.9,88.0,0.0,4.0,10.0
2024-06-17 06:00:00,20.366666666666667,21.85699975,80.13716575,False,21.0,746.8,757.7,88.0,0.0,4.0,10.0
2024-06-17 07:00:00,22.083333333333332,23.9798331,74.47116505000001,False,23.0,746.1,756.9,78.0,0.0,3.0,10.0
2024-06-17 08:00:00,24.833333333333332,25.091333116666664,70.55716609999999,False,24.0,746.1,756.9,78.0,1.0,3.0,10.0
2024-06-17 09:00:00,26.95,26.193666450000002,64.38499881666667,False,26.0,746.2,756.9,70.0,4.0,6.0,10.0
2024-06-17 10:00:00,35.15,27.050666349999997,58.851082483333336,False,27.0,746.2,756.9,62.0,4.0,6.0,10.0
2024-06-17 11:00:00,43.516666666666666,28.847166266666665,49.005499416666666,False,28.0,746.2,756.9,55.0,4.0,7.0,10.0
2024-06-17 12:00:00,41.766666666666666,30.496832949999998,43.60649931666667,False,29.0,746.3,756.9,45.0,4.0,6.0,10.0
2024-06-17 13:00:00,38.81666666666667,31.367499633333335,42.971166016666665,False,30.0,745.6,756.2,43.0,5.0,6.0,10.0
2024-06-17 14:00:00,28.833333333333332,31.882832866666668,35.556666316666664,False,30.0,745.6,756.2,46.0,0.0,6.0,10.0
2024-06-17 15:00:00,31.1,31.749999516666666,35.03533276666667,False,30.0,744.8,755.4,40.0,0.0,6.0,10.0
2024-06-17 16:00:00,46.0,32.13099941666666,34.48999985,False,29.0,744.8,755.4,43.0,4.0,4.0,10.0
2024-06-17 17:00:00,37.45,31.957499483333333,36.55266623333333,False,30.0,744.8,755.4,40.0,4.0,5.0,10.0
2024-06-17 18:00:00,37.3,31.28633275,42.09583288333333,False,29.0,745.6,756.2,45.0,0.0,3.0,10.0
2024-06-17 23:00:00,,,,False,22.0,744.6,755.4,83.0,0.0,2.0,10.0
2024-06-18 00:00:00,,,,False,22.0,744.6,755.4,83.0,0.0,2.0,10.0
2024-06-18 01:00:00,,,,False,21.0,744.5,755.4,83.0,0.0,2.0,10.0
2024-06-18 02:00:00,,,,False,19.0,744.4,755.4,94.0,0.0,2.0,10.0
2024-06-18 03:00:00,,,,False,19.0,744.4,755.4,94.0,4.0,3.0,10.0
2024-06-18 04:00:00,,,,False,21.0,745.3,756.2,94.0,10.0,5.0,10.0
2024-06-18 05:00:00,,,,False,21.0,745.3,756.2,88.0,10.0,5.0,10.0
2024-06-18 06:00:00,,,,False,22.0,746.0,756.9,78.0,10.0,6.0,10.0
2024-06-18 07:00:00,,,,False,23.0,746.1,756.9,69.0,10.0,5.0,10.0
2024-06-18 08:00:00,,,,False,23.0,746.1,756.9,65.0,10.0,5.0,10.0
2024-06-18 09:00:00,,,,False,25.0,746.1,756.9,61.0,5.0,6.0,10.0
2024-06-18 13:00:00,136.86666666666667,23.68316648333333,47.100832833333335,False,23.0,746.9,757.7,50.0,10.0,9.0,10.0
2024-06-18 14:00:00,1.5,23.8894997,42.18366628333333,False,23.0,746.9,757.7,47.0,5.0,8.0,10.0
2024-06-18 15:00:00,1.2166666666666666,24.617999816666668,38.22216628333333,False,23.0,747.3,758.2,44.0,5.0,9.0,10.0
2024-06-18 16:00:00,1.2166666666666666,24.296333049999998,36.890332883333336,False,23.0,747.3,758.2,41.0,10.0,8.0,10.0
2024-06-18 17:00:00,27.033333333333335,24.341249816666668,35.50408291666667,False,23.0,748.1,759.0,38.0,8.0,9.0,10.0
2024-06-18 18:00:00,44.80555555555556,22.684499816666666,38.679499488888894,False,22.0,748.8,759.7,38.0,10.0,9.0,10.0
2024-06-18 19:00:00,62.57777777777778,21.027749816666667,41.85491606111111,False,20.0,748.7,759.7,43.0,8.0,7.0,10.0
2024-06-18 20:00:00,80.35,19.370999816666664,45.03033263333334,False,19.0,749.5,760.5,46.0,8.0,7.0,10.0
2024-06-18 21:00:00,67.15,18.86291645,46.595249566666666,False,16.0,750.0,761.2,59.0,8.0,3.0,10.0
2024-06-18 22:00:00,35.016666666666666,17.772999816666665,50.59583276666667,False,17.0,750.9,762.0,56.0,8.0,3.0,10.0
2024-06-18 23:00:00,7.416666666666667,16.9463331,53.85399921666667,False,15.0,750.8,762.0,59.0,5.0,3.0,10.0
2024-06-19 00:00:00,7.833333333333333,16.278666533333332,56.58033261666667,False,13.0,750.7,762.0,72.0,5.0,3.0,10.0
2024-06-19 01:00:00,8.566666666666666,15.82449975,59.02849896666667,False,13.0,750.7,762.0,82.0,8.0,2.0,10.0
2024-06-19 02:00:00,13.683333333333334,15.350499600000001,61.53766563333333,False,10.0,750.6,762.0,88.0,8.0,2.0,10.0
2024-06-19 03:00:00,6.55,14.695499583333334,66.568666,False,11.0,751.4,762.8,82.0,14.0,1.0,10.0
2024-06-19 04:00:00,5.4,14.896333116666666,71.94733233333334,False,12.0,751.5,762.8,82.0,5.0,2.0,10.0
2024-06-19 05:00:00,3.8583333333333334,15.339499683333335,69.77449931666666,False,12.0,752.2,763.5,82.0,7.0,0.0,10.0
2024-06-19 06:00:00,4.766666666666667,16.237333066666668,61.74499875,False,14.0,752.2,763.5,88.0,0.0,2.0,10.0
2024-06-19 07:00:00,3.55,17.625333066666666,55.492665816666666,False,17.0,752.3,763.5,64.0,8.0,2.0,10.0
2024-06-19 08:00:00,1.7166666666666666,18.919666483333334,46.735332666666665,False,19.0,752.4,763.5,49.0,0.0,3.0,10.0
2024-06-19 09:00:00,32.75,19.66174971666667,36.734499533333334,False,19.0,752.4,763.5,43.0,4.0,5.0,10.0
2024-06-19 10:00:00,45.43333333333333,20.39883305,35.7269993,False,21.0,752.5,763.5,35.0,5.0,4.0,10.0
2024-06-19 11:00:00,,,,False,21.0,752.5,763.5,33.0,5.0,6.0,10.0
2024-06-19 12:00:00,,,,False,21.0,751.8,762.8,35.0,4.0,5.0,10.0
2024-06-19 13:00:00,,,,False,22.0,751.8,762.8,31.0,4.0,4.0,10.0
2024-06-19 14:00:00,,,,False,23.0,751.9,762.8,29.0,0.0,5.0,10.0
2024-06-19 15:00:00,,,,False,23.0,751.9,762.8,31.0,4.0,5.0,10.0
2024-06-19 16:00:00,,,,False,23.0,751.1,762.0,31.0,0.0,4.0,10.0
2024-06-19 17:00:00,,,,False,23.0,751.1,762.0,31.0,0.0,4.0,10.0
2024-06-19 18:00:00,,,,False,22.0,751.1,762.0,33.0,0.0,4.0,10.0
2024-06-19 19:00:00,,,,False,21.0,750.2,761.2,40.0,1.0,3.0,10.0
2024-06-19 20:00:00,,,,False,19.0,750.2,761.2,43.0,1.0,2.0,10.0
2024-06-19 21:00:00,43.46666666666667,20.75716615,45.700999333333336,False,17.0,750.1,761.2,64.0,2.0,2.0,10.0
2024-06-19 22:00:00,10.683333333333334,19.894999783333333,52.39033273333334,False,16.0,750.0,761.2,72.0,1.0,2.0,10.0
2024-06-19 23:00:00,6.833333333333333,19.207166466666663,51.830665550000006,False,15.0,750.0,761.2,72.0,0.0,2.0,10.0
2024-06-20 00:00:00,8.3,18.198166416666666,56.701832599999996,False,14.0,750.0,761.2,82.0,2.0,2.0,10.0
2024-06-20 01:00:00,5.833333333333333,17.639666583333334,57.074499149999994,False,12.0,749.2,760.5,82.0,3.0,1.0,10.0
2024-06-20 02:00:00,5.816666666666666,17.156166583333334,60.147665999999994,False,12.0,749.2,760.5,88.0,6.0,2.0,10.0
2024-06-20 03:00:00,5.5,16.98216655,58.9328325,False,10.0,748.3,759.7,94.0,1.0,2.0,10.0
2024-06-20 04:00:00,5.35,16.871499733333334,60.28316563333333,False,11.0,748.4,759.7,100.0,16.0,3.0,10.0
2024-06-20 05:00:00,5.316666666666666,17.1973332,57.48783265,False,12.0,748.4,759.7,100.0,15.0,2.0,10.0
2024-06-20 06:00:00,8.491666666666667,18.34216639166667,52.919415783333335,False,15.0,748.5,759.7,77.0,6.0,2.0,10.0
2024-06-20 07:00:00,18.866666666666667,20.081166399999997,48.570665999999996,False,20.0,748.7,759.7,56.0,6.0,3.0,10.0
2024-06-20 08:00:00,10.916666666666666,21.701083216666667,45.10558265833333,False,21.0,748.1,759.0,46.0,6.0,5.0,10.0
2024-06-20 09:00:00,5.458333333333333,22.808583141666666,42.27274918333333,False,22.0,747.3,758.2,44.0,6.0,5.0,10.0
2024-06-20 10:00:00,77.29629629629629,24.251481305555554,37.37981442592592,False,24.0,747.4,758.2,34.0,6.0,5.0,10.0
2024-06-20 11:00:00,51.06666666666667,24.99049965833333,34.946666316666665,False,25.0,746.9,757.7,34.0,6.0,5.0,10.0
2024-06-20 12:00:00,41.666666666666664,26.039832991666668,33.79383301666667,False,25.0,746.1,756.9,32.0,3.0,5.0,10.0
2024-06-20 13:00:00,,,,False,25.0,746.1,756.9,34.0,6.0,4.0,10.0
2024-06-20 14:00:00,,,,False,27.0,745.5,756.2,30.0,3.0,4.0,10.0
2024-06-20 15:00:00,,,,False,27.0,745.5,756.2,28.0,6.0,2.0,10.0
2024-06-20 16:00:00,101.11363636363636,28.346363272727274,29.63227226136364,False,29.0,744.8,755.4,27.0,15.0,2.0,10.0
2024-06-20 17:00:00,97.93409090909091,27.78243649848485,31.376014663131315,False,28.0,744.0,754.6,28.0,15.0,4.0,10.0
2024-06-20 18:00:00,94.75454545454545,27.218509724242427,33.11975706489899,False,28.0,743.3,753.9,28.0,15.0,4.0,10.0
2024-06-20 19:00:00,91.575,26.65458295,34.86349946666667,False,26.0,743.2,753.9,37.0,15.0,3.0,10.0
2024-06-20 20:00:00,98.88333333333334,25.93279139166667,36.89870778333333,False,22.0,743.1,753.9,53.0,16.0,3.0,10.0
2024-06-20 21:00:00,95.40833333333333,25.127457983333333,37.51962455,False,22.0,743.1,753.9,61.0,16.0,4.0,10.0
2024-06-20 22:00:00,66.93333333333334,24.490333216666667,39.541999483333335,False,20.0,742.2,753.1,60.0,16.0,4.0,10.0
2024-06-20 23:00:00,52.45,24.0038331,41.289332716666664,False,20.0,742.2,753.1,56.0,16.0,4.0,10.0
2024-06-21 00:00:00,102.01666666666667,22.948833099999998,44.97783268333333,False,19.0,741.4,752.3,56.0,15.0,4.0,10.0
2024-06-21 01:00:00,14.05,22.116832966666667,47.65416603333333,False,18.0,741.3,752.3,60.0,16.0,4.0,10.0
2024-06-21 02:00:00,13.366666666666667,21.788999733333334,47.58666581666667,False,17.0,740.6,751.6,64.0,15.0,5.0,10.0
2024-06-21 03:00:00,10.866666666666667,21.454166433333334,50.28366593333333,False,17.0,740.6,751.6,68.0,15.0,4.0,10.0
2024-06-21 04:00:00,14.483333333333333,21.507333041666666,49.645916166666666,False,16.0,740.6,751.6,72.0,16.0,3.0,10.0
2024-06-21 05:00:00,10.966666666666667,21.5081665,50.51966611666667,False,17.0,740.6,751.6,73.0,15.0,2.0,10.0
2024-06-21 06:00:00,5.016666666666667,22.918166316666667,49.06074938333334,False,20.0,740.7,751.6,64.0,15.0,4.0,10.0
2024-06-21 07:00:00,4.766666666666667,23.70116638333333,51.43049955,False,24.0,740.1,750.8,54.0,15.0,3.0,10.0
2024-06-21 08:00:00,2.875,25.98791625,43.99108271666667,False,26.0,740.2,750.8,48.0,6.0,4.0,10.0
2024-06-21 09:00:00,61.94166666666667,28.037582933333333,37.874749550000004,False,28.0,740.2,750.8,40.0,6.0,5.0,10.0
2024-06-21 10:00:00,30.35,29.558332933333336,34.240666366666666,False,30.0,739.6,750.1,35.0,6.0,5.0,10.0
2024-06-21 11:00:00,79.1,31.415332766666666,31.97099946666667,False,32.0,739.7,750.1,27.0,3.0,6.0,10.0
2024-06-21 12:00:00,122.00833333333334,33.23933293333333,29.238499533333332,False,33.0,739.7,750.1,28.0,3.0,5.0,10.0
2024-06-21 13:00:00,120.53333333333333,33.661666133333334,28.9994995,False,33.0,739.7,750.1,26.0,2.0,5.0,10.0
2024-06-21 14:00:00,119.68333333333334,34.47333298333333,29.410499683333335,False,33.0,738.9,749.3,26.0,0.0,5.0,10.0
2024-06-21 15:00:00,121.9,34.65216615,29.724999566666668,False,33.0,738.9,749.3,28.0,2.0,4.0,10.0
2024-06-21 16:00:00,127.93333333333334,32.5041663,33.05233261666667,False,33.0,738.9,749.3,30.0,0.0,5.0,10.0
2024-06-21 17:00:00,133.21666666666667,33.55249968333333,31.97166605,False,30.0,738.8,749.3,38.0,0.0,4.0,10.0
2024-06-21 18:00:00,132.425,32.546083083333336,35.41349963333333,False,32.0,738.1,748.5,31.0,14.0,1.0,10.0
2024-06-21 19:00:00,92.83333333333333,29.99366631666667,40.02716618333333,False,29.0,738.8,749.3,45.0,4.0,2.0,10.0
2024-06-21 20:00:00,24.50943396226415,24.637924245283017,57.37433886792452,False,27.0,738.7,749.3,58.0,10.0,2.0,10.0
2024-06-21 21:00:00,7.275,23.31674973333333,62.96191588333333,False,21.0,738.5,749.3,83.0,8.0,4.0,10.0
2024-06-21 22:00:00,10.041666666666666,22.678582908333333,63.05708235833333,False,20.0,737.7,748.5,83.0,13.0,5.0,10.0
2024-06-21 23:00:00,7.566666666666666,22.792999783333336,59.62116581666667,False,20.0,737.7,748.5,78.0,12.0,5.0,10.0
2024-06-22 00:00:00,11.116666666666667,22.928832933333336,59.11166583333333,False,20.0,737.7,748.5,73.0,13.0,4.0,10.0
2024-06-22 01:00:00,17.583333333333332,22.90483315,60.3678326,False,20.0,737.7,748.5,73.0,14.0,1.0,10.0
2024-06-22 02:00:00,58.233333333333334,21.608666550000002,68.03316613333332,False,19.0,737.6,748.5,83.0,5.0,2.0,10.0
2024-06-22 03:00:00,33.166666666666664,21.023333083333334,70.09583275,False,19.0,737.6,748.5,83.0,4.0,4.0,10.0
2024-06-22 04:00:00,73.23333333333333,20.787333116666666,71.1984992,False,18.0,738.4,749.3,83.0,4.0,3.0,10.0
2024-06-22 05:00:00,139.66666666666666,20.6046664,73.54799903333334,False,19.0,739.2,750.1,83.0,4.0,2.0,10.0
2024-06-22 06:00:00,89.73333333333333,21.427666433333332,70.3218319,False,20.0,739.3,750.1,78.0,0.0,3.0,10.0
2024-06-22 07:00:00,7.633333333333334,23.0349997,65.56033278333334,False,22.0,740.0,750.8,69.0,0.0,2.0,10.0
2024-06-22 08:00:00,3.05,24.6806663,60.4821658,False,24.0,740.1,750.8,57.0,0.0,3.0,10.0
2024-06-22 09:00:00,3.1666666666666665,26.216166283333333,55.76499928333333,False,26.0,740.2,750.8,54.0,1.0,4.0,10.0
2024-06-22 10:00:00,6.416666666666667,27.507499583333335,48.460666016666664,False,27.0,740.2,750.8,48.0,1.0,7.0,10.0
2024-06-22 11:00:00,61.03703703703704,28.757221833333332,40.77351788888888,False,29.0,740.3,750.8,40.0,2.0,7.0,10.0
2024-06-22 12:00:00,64.13333333333334,29.580499516666666,41.1594997,False,29.0,741.1,751.6,35.0,1.0,8.0,10.0
2024-06-22 13:00:00,95.85,30.575166466666666,39.301166116666664,False,29.0,741.1,751.6,37.0,0.0,8.0,10.0
2024-06-22 14:00:00,123.11666666666666,31.08499955,38.65333278333333,False,29.0,741.1,751.6,43.0,1.0,5.0,10.0
2024-06-22 15:00:00,131.56875,31.184374577083332,38.87156193333333,False,30.0,741.1,751.6,38.0,0.0,5.0,10.0
2024-06-22 16:00:00,140.02083333333334,31.28374960416667,39.08979108333333,False,30.0,741.8,752.3,38.0,0.0,5.0,10.0
2024-06-22 17:00:00,130.36944444444444,30.625944075000003,40.84613826111111,False,30.0,741.8,752.3,40.0,0.0,5.0,10.0
2024-06-22 18:00:00,120.71805555555555,29.968138545833334,42.60248543888889,False,29.0,741.7,752.3,45.0,0.0,4.0,10.0
2024-06-22 19:00:00,111.06666666666666,29.310333016666668,44.35883261666667,False,27.0,741.7,752.3,51.0,4.0,3.0,10.0
2024-06-22 20:00:00,93.9,27.982444105555555,47.888554822222225,False,26.0,741.6,752.3,54.0,0.0,2.0,10.0
2024-06-22 21:00:00,76.73333333333333,26.654555194444445,51.418277027777776,False,23.0,742.3,753.1,69.0,3.0,1.0,10.0
2024-06-22 22:00:00,59.56666666666667,25.32666628333333,54.947999233333334,False,21.0,742.2,753.1,78.0,7.0,0.0,10.0
2024-06-22 23:00:00,20.566666666666666,24.664999799999997,57.221165899999995,False,23.0,743.1,753.9,65.0,2.0,2.0,10.0
2024-06-23 00:00:00,147.18333333333334,24.32016645,59.3251656,False,20.0,743.0,753.9,78.0,7.0,0.0,10.0
2024-06-23 01:00:00,124.6,23.620666416666666,63.44583235,False,19.0,742.2,753.1,88.0,15.0,2.0,10.0
2024-06-23 02:00:00,125.56666666666666,23.138833083333335,66.07433191666667,False,19.0,743.0,753.9,94.0,15.0,1.0,10.0
2024-06-23 03:00:00,134.32777777777778,23.288110852777777,65.55888784444444,False,18.0,742.9,753.9,100.0,16.0,2.0,10.0
2024-06-23 04:00:00,143.08888888888887,23.437388622222223,65.04344377222222,False,18.0,742.9,753.9,100.0,16.0,3.0,10.0
2024-06-23 05:00:00,151.85,23.586666391666665,64.5279997,False,20.0,743.0,753.9,94.0,16.0,2.0,10.0
2024-06-23 06:00:00,94.83333333333333,24.846166383333333,60.5808323,False,23.0,743.1,753.9,74.0,6.0,2.0,10.0
2024-06-23 07:00:00,85.43333333333334,25.595499633333336,61.19183211666667,False,26.0,743.2,753.9,58.0,14.0,1.0,10.0
2024-06-23 08:00:00,54.40833333333333,26.52966625,58.46741565833334,False,27.0,743.3,753.9,54.0,2.0,2.0,10.0
2024-06-23 09:00:00,17.433333333333334,27.804999566666666,51.10816615,False,28.0,744.0,754.6,48.0,0.0,3.0,10.0
2024-06-23 10:00:00,62.52439024390244,28.88085315853658,45.14548719512195,False,29.0,743.3,753.9,43.0,0.0,3.0,10.0
2024-06-23 11:00:00,45.3,31.112833033333334,35.092499716666666,False,30.0,744.0,754.6,35.0,0.0,3.0,10.0
2024-06-23 12:00:00,58.46666666666667,32.95599966666666,32.23733296666667,False,31.0,743.4,753.9,29.0,10.0,2.0,10.0
2024-06-23 13:00:00,,,,False,32.0,743.4,753.9,29.0,0.0,2.0,10.0
2024-06-23 14:00:00,,,,False,31.0,743.4,753.9,31.0,0.0,3.0,10.0
2024-06-23 15:00:00,,,,False,32.0,743.4,753.9,29.0,4.0,3.0,10.0
2024-06-23 16:00:00,,,,False,32.0,743.4,753.9,27.0,10.0,2.0,10.0
2024-06-23 17:00:00,,,,False,33.0,742.7,753.1,26.0,13.0,2.0,10.0
2024-06-23 18:00:00,,,,False,31.0,742.6,753.1,35.0,13.0,3.0,10.0
2024-06-23 19:00:00,104.01666666666667,31.242999566666665,34.257333016666664,False,27.0,742.5,753.1,51.0,12.0,3.0,10.0
2024-06-23 20:00:00,35.6,29.379832949999997,39.745166250000004,False,25.0,742.4,753.1,61.0,12.0,3.0,10.0
2024-06-23 21:00:00,35.6,28.130332866666667,41.35216626666667,False,23.0,742.3,753.1,61.0,12.0,4.0,10.0
2024-06-23 22:00:00,54.85,27.131332999999998,44.78599943333334,False,22.0,742.3,753.1,65.0,12.0,3.0,10.0
2024-06-23 23:00:00,50.11666666666667,26.33749986666667,46.274165866666664,False,22.0,742.3,753.1,57.0,12.0,4.0,10.0
2024-06-24 00:00:00,32.483333333333334,26.149666333333336,44.297166149999995,False,21.0,742.2,753.1,60.0,12.0,4.0,10.0
2024-06-24 01:00:00,84.74166666666667,25.676189014124297,50.72536233771186,False,22.0,742.3,753.1,57.0,12.0,5.0,10.0
2024-06-24 02:00:00,137.0,25.202711694915255,57.153558525423726,False,22.0,741.5,752.3,65.0,17.0,4.0,10.0
2024-06-24 03:00:00,120.78333333333333,25.708749716666667,58.47283221666667,False,23.0,742.3,753.1,65.0,17.0,4.0,10.0
2024-06-24 04:00:00,,,,False,23.0,742.3,753.1,69.0,17.0,3.0,10.0
2024-06-24 05:00:00,,,,False,24.0,742.4,753.1,65.0,17.0,4.0,10.0
2024-06-24 06:00:00,,,,False,26.0,741.6,752.3,61.0,17.0,6.0,10.0
2024-06-24 07:00:00,,,,False,27.0,741.7,752.3,58.0,17.0,5.0,10.0
2024-06-24 08:00:00,,,,False,29.0,741.7,752.3,55.0,15.0,4.0,10.0
2024-06-24 09:00:00,62.38333333333333,30.293332825,54.914165733333334,False,30.0,741.8,752.3,55.0,16.0,4.0,10.0
2024-06-24 10:00:00,52.5462962962963,31.395277203703703,50.32249925,False,31.0,741.8,752.3,52.0,3.0,4.0,10.0
2024-06-24 11:00:00,41.38333333333333,32.73349966666667,45.46683265833334,False,32.0,741.8,752.3,43.0,16.0,2.0,10.0
2024-06-24 12:00:00,37.1,34.01816605,41.590999499999995,False,33.0,741.9,752.3,41.0,3.0,4.0,10.0
2024-06-24 13:00:00,,,,False,32.0,741.8,752.3,43.0,0.0,5.0,10.0
2024-06-24 14:00:00,,,,False,34.0,741.9,752.3,36.0,1.0,4.0,10.0
2024-06-24 15:00:00,,,,False,34.0,741.2,751.6,34.0,0.0,4.0,10.0
2024-06-24 16:00:00,,,,False,34.0,740.4,750.8,36.0,0.0,5.0,10.0
2024-06-24 17:00:00,,,,False,32.0,741.2,751.6,41.0,0.0,4.0,10.0
2024-06-24 18:00:00,32.05833333333333,28.916499583333334,53.55358253333333,False,31.0,741.8,752.3,38.0,0.0,3.0,10.0
2024-06-24 19:00:00,13.466666666666667,28.284499583333332,56.249832549999994,False,27.0,741.7,752.3,58.0,4.0,4.0,10.0
2024-06-24 20:00:00,17.316666666666666,27.871499533333335,58.55533271666666,False,27.0,741.7,752.3,58.0,12.0,4.0,10.0
2024-06-24 21:00:00,11.166666666666666,27.212666249999998,59.70933231666667,False,24.0,742.4,753.1,74.0,15.0,3.0,10.0
2024-06-24 22:00:00,9.633333333333333,26.372666366666667,62.8906659,False,24.0,742.4,753.1,74.0,15.0,5.0,10.0
2024-06-24 23:00:00,7.933333333333334,26.38633265,60.47116593333333,False,24.0,742.4,753.1,74.0,15.0,4.0,10.0
