"time";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"11.02.2025 23:30";"-9.0";"756.6";"768.9";"79";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"11.02.2025 23:00";"-9.0";"756.6";"768.9";"86";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"11.02.2025 22:30";"-8.0";"756.6";"768.9";"86";"Ветер, дующий с запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"11.02.2025 22:00";"-7.0";"756.7";"768.9";"79";"Ветер, дующий с запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"11.02.2025 21:30";"-7.0";"756.7";"768.9";"86";"Ветер, дующий с запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"11.02.2025 21:00";"-7.0";"756.7";"768.9";"86";"Ветер, дующий с запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"11.02.2025 20:30";"-6.0";"756.7";"768.9";"80";"Ветер, дующий с запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"11.02.2025 20:00";"-5.0";"756.8";"768.9";"80";"Ветер, дующий с запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"11.02.2025 19:30";"-5.0";"756.8";"768.9";"80";"Ветер, дующий с запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"11.02.2025 19:00";"-4.0";"756.8";"768.9";"80";"Ветер, дующий с запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"11.02.2025 18:30";"-4.0";"756.8";"768.9";"80";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"11.02.2025 18:00";"-3.0";"756.8";"768.9";"80";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"11.02.2025 17:30";"-2.0";"756.9";"768.9";"69";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"11.02.2025 17:00";"-2.0";"756.9";"768.9";"74";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"11.02.2025 16:30";"-2.0";"756.9";"768.9";"74";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"11.02.2025 16:00";"-2.0";"756.9";"768.9";"74";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"11.02.2025 15:30";"-2.0";"756.9";"768.9";"74";"Ветер, дующий с юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"11.02.2025 15:00";"-2.0";"756.9";"768.9";"74";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"11.02.2025 14:30";"-2.0";"756.9";"768.9";"74";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"11.02.2025 14:00";"-2.0";"756.9";"768.9";"69";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"11.02.2025 13:30";"-3.0";"757.5";"769.6";"74";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"11.02.2025 13:00";"-4.0";"757.5";"769.6";"74";"Ветер, дующий с юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"11.02.2025 12:30";"-4.0";"757.5";"769.6";"74";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"11.02.2025 12:00";"-5.0";"758.2";"770.4";"74";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"11.02.2025 11:30";"-6.0";"758.2";"770.4";"74";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"11.02.2025 11:00";"-7.0";"758.1";"770.4";"73";"Ветер, дующий с запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"11.02.2025 10:30";"-7.0";"758.1";"770.4";"73";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"11.02.2025 10:00";"-8.0";"758.1";"770.4";"79";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"11.02.2025 09:30";"-9.0";"758.0";"770.4";"79";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"11.02.2025 09:00";"-10.0";"758.0";"770.4";"79";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"11.02.2025 08:30";"-11.0";"758.0";"770.4";"85";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"11.02.2025 08:00";"-12.0";"757.9";"770.4";"85";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"11.02.2025 07:30";"-13.0";"757.9";"770.4";"85";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"11.02.2025 07:00";"-12.0";"757.9";"770.4";"85";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"11.02.2025 06:30";"-11.0";"758.0";"770.4";"85";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"11.02.2025 06:00";"-11.0";"758.0";"770.4";"85";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"11.02.2025 05:30";"-12.0";"757.9";"770.4";"85";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-14.0";
"11.02.2025 05:00";"-12.0";"757.9";"770.4";"85";"Ветер, дующий с запада";"6";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-14.0";
"11.02.2025 04:30";"-11.0";"758.0";"770.4";"85";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 270 м";"10.0 и более";"-13.0";
"11.02.2025 04:00";"-11.0";"758.0";"770.4";"85";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-13.0";
"11.02.2025 03:30";"-10.0";"758.0";"770.4";"85";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-12.0";
"11.02.2025 03:00";"-9.0";"758.0";"770.4";"86";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-11.0";
"11.02.2025 02:30";"-9.0";"758.0";"770.4";"86";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-11.0";
"11.02.2025 02:00";"-9.0";"758.0";"770.4";"86";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-11.0";
"11.02.2025 01:30";"-9.0";"758.0";"770.4";"93";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-10.0";
"11.02.2025 01:00";"-8.0";"758.1";"770.4";"86";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-10.0";
"11.02.2025 00:30";"-8.0";"758.1";"770.4";"86";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-10.0";
"11.02.2025 00:00";"-7.0";"758.1";"770.4";"86";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-9.0";
"10.02.2025 23:30";"-7.0";"758.1";"770.4";"86";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-9.0";
"10.02.2025 23:00";"-7.0";"758.1";"770.4";"93";"Ветер, дующий с запада";"7";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-8.0";
"10.02.2025 22:30";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с запада";"7";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-8.0";
"10.02.2025 22:00";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-8.0";
"10.02.2025 21:40";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"-8.0";
"10.02.2025 21:30";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с запада";"7";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-8.0";
"10.02.2025 21:00";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-8.0";
"10.02.2025 20:30";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с запада";"7";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-8.0";
"10.02.2025 20:17";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-8.0";
"10.02.2025 20:00";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с запада";"7";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"-8.0";
"10.02.2025 19:30";"-6.0";"758.2";"770.4";"86";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"-8.0";
"10.02.2025 19:00";"-9.0";"758.0";"770.4";"86";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 600 м";"10.0 и более";"-11.0";
"10.02.2025 18:30";"-9.0";"758.0";"770.4";"86";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"-11.0";
"10.02.2025 18:00";"-8.0";"758.1";"770.4";"86";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"-10.0";
"10.02.2025 17:30";"-8.0";"758.1";"770.4";"93";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"-9.0";
"10.02.2025 17:00";"-6.0";"758.9";"771.1";"86";"Ветер, дующий с юго-запада";"6";"";"";"";"Рассеянная (40-50%) 570 м";"10.0 и более";"-8.0";
"10.02.2025 16:30";"-6.0";"758.9";"771.1";"86";"Ветер, дующий с юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"10.02.2025 16:00";"-5.0";"758.9";"771.1";"80";"Ветер, дующий с юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"10.02.2025 15:30";"-5.0";"758.9";"771.1";"80";"Ветер, дующий с юго-запада";"8";"";"";"";"Разорванная (60-90%) 1440 м";"10.0 и более";"-8.0";
"10.02.2025 15:00";"-5.0";"759.7";"771.9";"80";"Ветер, дующий с юго-запада";"8";"";"";"";"Сплошная (100%) 1470 м";"10.0 и более";"-8.0";
"10.02.2025 14:30";"-5.0";"759.7";"771.9";"80";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 1320 м";"10.0 и более";"-8.0";
"10.02.2025 14:00";"-6.0";"759.7";"771.9";"86";"Ветер, дующий с юго-запада";"8";"";"";"";"Сплошная (100%) 720 м";"10.0 и более";"-8.0";
"10.02.2025 13:30";"-6.0";"760.4";"772.7";"86";"Ветер, дующий с юго-запада";"9";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-8.0";
"10.02.2025 13:00";"-6.0";"760.4";"772.7";"80";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-9.0";
"10.02.2025 12:30";"-7.0";"761.1";"773.4";"86";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-9.0";
"10.02.2025 12:00";"-8.0";"761.0";"773.4";"86";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-10.0";
"10.02.2025 11:30";"-9.0";"761.5";"773.9";"86";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Рассеянная (40-50%) 240 м";"10.0 и более";"-11.0";
"10.02.2025 11:00";"-10.0";"761.4";"773.9";"85";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Рассеянная (40-50%) 510 м";"10.0 и более";"-12.0";
"10.02.2025 10:30";"-11.0";"761.4";"773.9";"92";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Рассеянная (40-50%) 450 м";"10.0 и более";"-12.0";
"10.02.2025 10:00";"-11.0";"761.4";"773.9";"85";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"-13.0";
"10.02.2025 09:49";"-11.0";"761.4";"773.9";"85";"Ветер, дующий с запада";"6";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"-13.0";
"10.02.2025 09:30";"-12.0";"761.3";"773.9";"85";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"-14.0";
"10.02.2025 09:00";"-13.0";"761.3";"773.9";"85";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"-15.0";
"10.02.2025 08:43";"-14.0";"762.0";"774.7";"92";"Ветер, дующий с западо-юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 150 м";"10.0 и более";"-15.0";
"10.02.2025 08:30";"-14.0";"762.0";"774.7";"85";"Ветер, дующий с западо-юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 240 м";"10.0 и более";"-16.0";
"10.02.2025 08:00";"-14.0";"762.0";"774.7";"85";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-16.0";
"10.02.2025 07:30";"-15.0";"762.0";"774.7";"85";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-17.0";
"10.02.2025 07:00";"-15.0";"762.0";"774.7";"85";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 270 м";"10.0 и более";"-17.0";
"10.02.2025 06:30";"-16.0";"761.2";"773.9";"85";"Ветер, дующий с запада";"3";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-18.0";
"10.02.2025 06:00";"-16.0";"761.9";"774.7";"85";"Ветер, дующий с запада";"3";"";"";"";"Рассеянная (40-50%) 390 м";"10.0 и более";"-18.0";
"10.02.2025 05:30";"-17.0";"761.1";"773.9";"85";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 1230 м";"10.0 и более";"-19.0";
"10.02.2025 05:00";"-16.0";"761.2";"773.9";"85";"Ветер, дующий с запада";"3";"";"";"";"Рассеянная (40-50%) 1230 м";"10.0 и более";"-18.0";
"10.02.2025 04:30";"-16.0";"761.2";"773.9";"85";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 1290 м";"10.0 и более";"-18.0";
"10.02.2025 04:00";"-16.0";"761.2";"773.9";"85";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 1290 м";"10.0 и более";"-18.0";
"10.02.2025 03:30";"-16.0";"761.2";"773.9";"85";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 1290 м";"10.0 и более";"-18.0";
"10.02.2025 03:00";"-17.0";"761.1";"773.9";"92";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1320 м";"10.0 и более";"-18.0";
"10.02.2025 02:30";"-16.0";"761.2";"773.9";"85";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1320 м";"10.0 и более";"-18.0";
"10.02.2025 02:00";"-15.0";"761.2";"773.9";"85";"Ветер, дующий с запада";"3";"";"";"";"Разорванная (60-90%) 1350 м";"10.0 и более";"-17.0";
"10.02.2025 01:30";"-15.0";"761.2";"773.9";"92";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"-16.0";
"10.02.2025 01:00";"-14.0";"760.8";"773.4";"85";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"-16.0";
"10.02.2025 00:30";"-14.0";"760.8";"773.4";"92";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 1260 м";"10.0 и более";"-15.0";
"10.02.2025 00:00";"-14.0";"760.8";"773.4";"92";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"-15.0";
"09.02.2025 23:30";"-14.0";"760.8";"773.4";"92";"Ветер, дующий с запада";"5";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-15.0";
"09.02.2025 23:00";"-14.0";"760.8";"773.4";"92";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 330 м";"10.0 и более";"-15.0";
"09.02.2025 22:30";"-13.0";"760.8";"773.4";"85";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 390 м";"10.0 и более";"-15.0";
"09.02.2025 22:00";"-13.0";"760.8";"773.4";"92";"Ветер, дующий с запада";"5";"";"";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"-14.0";
"09.02.2025 21:30";"-12.0";"760.2";"772.7";"85";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"-14.0";
"09.02.2025 21:00";"-11.0";"760.2";"772.7";"85";"Ветер, дующий с западо-северо-запада";"6";"";"Поземок, снег";"";"Разорванная (60-90%) 240 м";"10.0 и более";"-13.0";
"09.02.2025 20:30";"-10.0";"760.3";"772.7";"85";"Ветер, дующий с западо-северо-запада";"7";"";"Поземок, снег";"";"Сплошная (100%) 270 м";"10.0 и более";"-12.0";
"09.02.2025 20:00";"-9.0";"760.3";"772.7";"93";"Ветер, дующий с западо-северо-запада";"8";"";"Поземок, снег";"";"Сплошная (100%) 270 м";"10.0 и более";"-10.0";
"09.02.2025 19:46";"-8.0";"760.4";"772.7";"93";"Ветер, дующий с западо-северо-запада";"7";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"-9.0";
"09.02.2025 19:30";"-7.0";"759.6";"771.9";"86";"Ветер, дующий с западо-северо-запада";"7";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-9.0";
"09.02.2025 19:00";"-6.0";"759.7";"771.9";"86";"Ветер, дующий с западо-северо-запада";"7";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-8.0";
"09.02.2025 18:55";"-6.0";"759.7";"771.9";"86";"Ветер, дующий с западо-северо-запада";"7";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"-8.0";
"09.02.2025 18:30";"-6.0";"759.7";"771.9";"86";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"-8.0";
"09.02.2025 18:00";"-6.0";"758.9";"771.1";"86";"Ветер, дующий с северо-запада";"6";"";"Поземок, снег";"";"Сплошная (100%) 420 м";"10.0 и более";"-8.0";
"09.02.2025 17:30";"-7.0";"758.8";"771.1";"86";"Ветер, дующий с западо-северо-запада";"6";"";"Поземок, снег";"";"Сплошная (100%) 360 м";"10.0 и более";"-9.0";
"09.02.2025 17:00";"-7.0";"758.1";"770.4";"86";"Ветер, дующий с западо-северо-запада";"7";"";"Поземок, снег";"";"Сплошная (100%) 330 м";"10.0 и более";"-9.0";
"09.02.2025 16:30";"-7.0";"758.1";"770.4";"86";"Ветер, дующий с западо-северо-запада";"7";"";"Поземок, снег";"";"Сплошная (100%) 360 м";"10.0 и более";"-9.0";
"09.02.2025 16:00";"-7.0";"758.1";"770.4";"86";"Ветер, дующий с западо-северо-запада";"7";"";"Поземок, снег";"";"Сплошная (100%) 360 м";"10.0 и более";"-9.0";
"09.02.2025 15:30";"-7.0";"757.4";"769.6";"79";"Ветер, дующий с западо-северо-запада";"5";"";"Слабый(ая)(ые) снег, поземок, снег";"Снег";"Сплошная (100%) 420 м";"10.0 и более";"-10.0";
"09.02.2025 15:00";"-8.0";"758.1";"770.4";"86";"Ветер, дующий с северо-запада";"6";"";"Снег, поземок, снег";"";"Сплошная (100%) 360 м";"2.3";"-10.0";
"09.02.2025 14:55";"-8.0";"758.1";"770.4";"86";"Ветер, дующий с северо-запада";"6";"";"Снег, поземок, снег";"";"Сплошная (100%) 300 м";"2.9";"-10.0";
"09.02.2025 14:49";"-8.0";"758.1";"770.4";"86";"Ветер, дующий с северо-запада";"6";"";"Слабый(ая)(ые) снег, поземок, снег";"";"Сплошная (100%) 300 м";"3.4";"-10.0";
"09.02.2025 14:30";"-8.0";"758.1";"770.4";"86";"Ветер, дующий с северо-запада";"7";"";"Слабый(ая)(ые) снег, поземок, снег";"Низовая (метель, буря) снег";"Сплошная (100%) 270 м";"3.1";"-10.0";
"09.02.2025 14:22";"-8.0";"757.3";"769.6";"86";"Ветер, дующий с северо-запада";"8";"";"Слабый(ая)(ые) снег, поземок, снег";"";"Сплошная (100%) 240 м";"3.4";"-10.0";
"09.02.2025 14:06";"-8.0";"757.3";"769.6";"86";"Ветер, дующий с северо-запада";"9";"14";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Сплошная (100%) 270 м";"4.6";"-10.0";
"09.02.2025 14:00";"-8.0";"757.3";"769.6";"79";"Ветер, дующий с северо-запада";"10";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Сплошная (100%) 300 м";"3.2";"-11.0";
"09.02.2025 13:43";"-9.0";"756.6";"768.9";"86";"Ветер, дующий с западо-северо-запада";"9";"14";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 300 м";"4.7";"-11.0";
"09.02.2025 13:30";"-9.0";"756.6";"768.9";"86";"Ветер, дующий с западо-северо-запада";"11";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 330 м";"6.0";"-11.0";
"09.02.2025 13:00";"-9.0";"756.6";"768.9";"79";"Ветер, дующий с западо-северо-запада";"11";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 330 м";"2.7";"-12.0";
"09.02.2025 12:41";"-10.0";"756.5";"768.9";"85";"Ветер, дующий с западо-северо-запада";"11";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 300 м";"2.8";"-12.0";
"09.02.2025 12:30";"-10.0";"756.5";"768.9";"85";"Ветер, дующий с запада";"11";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 330 м";"4.7";"-12.0";
"09.02.2025 12:00";"-11.0";"757.2";"769.6";"79";"Ветер, дующий с западо-северо-запада";"11";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 300 м";"3.9";"-14.0";
"09.02.2025 11:30";"-12.0";"757.1";"769.6";"85";"Ветер, дующий с запада";"11";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 270 м";"2.9";"-14.0";
"09.02.2025 11:24";"-12.0";"756.4";"768.9";"85";"Ветер, дующий с запада";"11";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 240 м";"2.7";"-14.0";
"09.02.2025 11:18";"-12.0";"756.4";"768.9";"85";"Ветер, дующий с запада";"11";"";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"";"Разорванная (60-90%) 270 м";"4.8";"-14.0";
"09.02.2025 11:00";"-12.0";"757.1";"769.6";"79";"Ветер, дующий с запада";"11";"";"Слабый(ая)(ые) снег, поземок, снег";"";"Разорванная (60-90%) 270 м";"7.0";"-15.0";
"09.02.2025 10:40";"-13.0";"757.1";"769.6";"85";"Ветер, дующий с запада";"10";"";"Слабый(ая)(ые) снег, поземок, снег";"";"Разорванная (60-90%) 270 м";"9.0";"-15.0";
"09.02.2025 10:30";"-13.0";"757.1";"769.6";"85";"Ветер, дующий с запада";"8";"";"Слабый(ая)(ые) снег, поземок, снег";"";"Разорванная (60-90%) 300 м";"7.0";"-15.0";
"09.02.2025 10:00";"-14.0";"757.0";"769.6";"85";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 300 м";"8.0";"-16.0";
"09.02.2025 09:30";"-14.0";"757.8";"770.4";"85";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 270 м";"7.0";"-16.0";
"09.02.2025 09:13";"-14.0";"757.8";"770.4";"85";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 270 м";"3.2";"-16.0";
"09.02.2025 09:00";"-15.0";"757.8";"770.4";"85";"Ветер, дующий с западо-северо-запада";"7";"";"Снег";"";"Разорванная (60-90%) 300 м";"2.4";"-17.0";
"09.02.2025 08:36";"-15.0";"758.5";"771.1";"85";"Ветер, дующий с западо-северо-запада";"6";"";"Снег";"";"Разорванная (60-90%) 210 м";"2.8";"-17.0";
"09.02.2025 08:30";"-15.0";"757.8";"770.4";"85";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м";"3.4";"-17.0";
"09.02.2025 08:20";"-16.0";"757.7";"770.4";"85";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м";"3.8";"-18.0";
"09.02.2025 08:00";"-16.0";"757.7";"770.4";"85";"Ветер, дующий с запада";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 180 м";"5.0";"-18.0";
"09.02.2025 07:30";"-17.0";"758.4";"771.1";"85";"Ветер, дующий с западо-северо-запада";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м";"10.0 и более";"-19.0";
"09.02.2025 07:00";"-17.0";"758.4";"771.1";"85";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 150 м";"10.0 и более";"-19.0";
"09.02.2025 06:30";"-17.0";"759.1";"771.9";"85";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 150 м";"10.0 и более";"-19.0";
"09.02.2025 06:00";"-18.0";"758.3";"771.1";"84";"Ветер, дующий с запада";"5";"";"";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"-20.0";
"09.02.2025 05:30";"-18.0";"758.3";"771.1";"84";"Ветер, дующий с запада";"5";"";"";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"-20.0";
"09.02.2025 05:00";"-18.0";"759.1";"771.9";"84";"Ветер, дующий с запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"09.02.2025 04:30";"-18.0";"759.1";"771.9";"84";"Ветер, дующий с запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"09.02.2025 04:00";"-18.0";"759.9";"772.7";"84";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"09.02.2025 03:30";"-18.0";"759.9";"772.7";"84";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
