date,pm2_5,air_temperature,air_humidity,is_primary_outlier,T,P0,P,U,DD,Ff,VV,hour,season,AQI,AQI_Category,AQI_Color
2024-07-13 03:00:00,27.63366775374265,,,False,20.0,742.2,753.1,83.0,13.0,4.0,10.0,3,2,84,Moderate,#FFFF00
2024-07-13 04:00:00,26.627414340378515,,,False,20.0,742.2,753.1,83.0,12.0,4.0,10.0,4,2,82,Moderate,#FFFF00
2024-07-13 05:00:00,21.41530368109125,,,False,21.0,742.2,753.1,78.0,13.0,4.0,10.0,5,2,71,Moderate,#FFFF00
2024-07-13 06:00:00,13.12338978906705,,,False,23.0,742.3,753.1,74.0,13.0,4.0,10.0,6,2,53,Moderate,#FFFF00
2024-07-13 07:00:00,19.466666666666665,26.546166333333336,60.85633241666667,False,25.0,743.2,753.9,69.0,13.0,4.0,10.0,7,2,67,Moderate,#FFFF00
2024-07-13 08:00:00,16.333333333333332,28.35166633333333,53.90383248333333,False,27.0,743.3,753.9,58.0,12.0,3.0,10.0,8,2,60,Moderate,#FFFF00
2024-07-13 09:00:00,16.383333333333333,29.219666216666667,49.649499033333335,False,28.0,743.3,753.9,51.0,12.0,4.0,10.0,9,2,60,Moderate,#FFFF00
2024-07-13 10:00:00,15.45,29.753166116666662,46.20549928333333,False,29.0,743.3,753.9,48.0,12.0,4.0,10.0,10,2,58,Moderate,#FFFF00
2024-07-13 11:00:00,15.583333333333334,30.75683305,44.13483261666667,False,29.0,743.3,753.9,48.0,13.0,4.0,10.0,11,2,58,Moderate,#FFFF00
2024-07-13 12:00:00,11.333333333333334,32.592833033333335,36.83833271666666,False,30.0,742.6,753.1,43.0,13.0,4.0,10.0,12,2,48,Good,#00E400
2024-07-13 13:00:00,10.883333333333333,33.28866613333334,35.18958285,False,31.0,742.6,753.1,40.0,13.0,4.0,10.0,13,2,46,Good,#00E400
2024-07-13 14:00:00,12.433333333333334,33.41149946666666,35.15299953333333,False,31.0,742.6,753.1,38.0,12.0,4.0,10.0,14,2,52,Moderate,#FFFF00
2024-07-13 15:00:00,9.925,33.162999383333336,34.01249978333333,False,31.0,742.6,753.1,40.0,13.0,5.0,10.0,15,2,42,Good,#00E400
2024-07-13 16:00:00,10.333333333333334,32.766333,35.345999533333334,False,31.0,741.8,752.3,40.0,13.0,6.0,10.0,16,2,44,Good,#00E400
2024-07-13 17:00:00,10.5,32.386499666666666,35.15158254999999,False,31.0,741.8,752.3,38.0,13.0,6.0,10.0,17,2,44,Good,#00E400
2024-07-13 18:00:00,10.266666666666667,31.21083283333333,39.627166116666665,False,30.0,741.8,752.3,40.0,13.0,5.0,10.0,18,2,43,Good,#00E400
2024-07-13 19:00:00,9.766666666666667,28.814499566666665,46.99999955,False,28.0,741.7,752.3,51.0,13.0,4.0,10.0,19,2,41,Good,#00E400
2024-07-13 20:00:00,14.266666666666667,26.915666266666666,51.376165750000006,False,24.0,742.4,753.1,69.0,12.0,3.0,10.0,20,2,56,Moderate,#FFFF00
2024-07-13 21:00:00,13.966666666666669,25.891332966666667,52.96016598333333,False,22.0,742.3,753.1,73.0,13.0,4.0,10.0,21,2,55,Moderate,#FFFF00
2024-07-13 22:00:00,14.966666666666669,24.944166266666667,55.4734995,False,21.0,742.2,753.1,73.0,11.0,4.0,10.0,22,2,57,Moderate,#FFFF00
2024-07-13 23:00:00,17.016666666666666,24.062833,59.74583273333334,False,20.0,742.2,753.1,78.0,13.0,4.0,10.0,23,2,62,Moderate,#FFFF00
2024-07-14 00:00:00,24.58333333333333,23.2373332,63.44358211666667,False,19.0,742.2,753.1,88.0,13.0,4.0,10.0,0,2,78,Moderate,#FFFF00
2024-07-14 01:00:00,27.716666666666665,23.2909998,63.137832583333335,False,19.0,742.2,753.1,88.0,13.0,4.0,10.0,1,2,84,Moderate,#FFFF00
2024-07-14 02:00:00,34.75,22.6676662,66.0226657,False,19.0,742.2,753.1,83.0,13.0,4.0,10.0,2,2,99,Moderate,#FFFF00
2024-07-14 03:00:00,72.71666666666667,21.874499716666666,69.36933183333333,False,20.0,742.2,753.1,78.0,13.0,5.0,10.0,3,2,160,Unhealthy,#FF0000
2024-07-14 04:00:00,133.14166666666668,21.56283313333333,71.522164775,False,18.0,742.1,753.1,88.0,13.0,3.0,10.0,4,2,192,Unhealthy,#FF0000
2024-07-14 05:00:00,136.30833333333334,22.20841655,70.19908220833332,False,20.0,743.0,753.9,83.0,13.0,2.0,10.0,5,2,194,Unhealthy,#FF0000
2024-07-14 06:00:00,90.25,23.79566636666667,66.34716551666666,False,22.0,743.1,753.9,73.0,12.0,3.0,10.0,6,2,169,Unhealthy,#FF0000
2024-07-14 07:00:00,21.116666666666667,25.9533331,60.32799918333333,False,24.0,743.1,753.9,69.0,12.0,3.0,10.0,7,2,70,Moderate,#FFFF00
2024-07-14 08:00:00,16.95,27.263499566666667,55.79149903333334,False,26.0,743.9,754.6,61.0,12.0,3.0,10.0,8,2,61,Moderate,#FFFF00
2024-07-14 09:00:00,17.266666666666666,28.268999583333333,51.08266606666667,False,27.0,743.3,753.9,54.0,13.0,4.0,10.0,9,2,62,Moderate,#FFFF00
2024-07-14 10:00:00,16.466666666666665,28.65583305,49.27899933333333,False,28.0,744.0,754.6,45.0,13.0,4.0,10.0,10,2,60,Moderate,#FFFF00
2024-07-14 11:00:00,12.1,29.96933295,40.96899941666666,False,29.0,743.3,753.9,40.0,11.0,5.0,10.0,11,2,51,Moderate,#FFFF00
2024-07-14 12:00:00,11.833333333333334,31.740999566666662,36.73716613333333,False,30.0,743.4,753.9,40.0,13.0,5.0,10.0,12,2,50,Good,#00E400
2024-07-14 13:00:00,10.55,32.31766595,33.604999400000004,False,30.0,743.4,753.9,35.0,13.0,5.0,10.0,13,2,44,Good,#00E400
2024-07-14 14:00:00,10.108333333333333,33.03933298333333,33.43258265,False,31.0,743.4,753.9,33.0,13.0,6.0,10.0,14,2,43,Good,#00E400
2024-07-14 15:00:00,10.233333333333333,33.165832916666666,32.42633285,False,31.0,743.4,753.9,33.0,13.0,5.0,10.0,15,2,43,Good,#00E400
2024-07-14 16:00:00,10.1,31.77683288333333,33.85149951666667,False,30.0,742.6,753.1,38.0,13.0,5.0,10.0,16,2,43,Good,#00E400
2024-07-14 17:00:00,7.358333333333333,30.90124966666667,35.879749575,False,30.0,742.6,753.1,38.0,13.0,5.0,10.0,17,2,31,Good,#00E400
2024-07-14 18:00:00,11.416666666666666,30.3229996,37.97649926666666,False,28.0,742.5,753.1,48.0,13.0,3.0,10.0,18,2,48,Good,#00E400
2024-07-14 19:00:00,11.916666666666666,28.54449973333333,41.8934995,False,27.0,743.3,753.9,51.0,9.0,2.0,10.0,19,2,50,Good,#00E400
2024-07-14 20:00:00,11.208333333333334,27.035499566666665,47.34883266666667,False,24.0,743.1,753.9,61.0,11.0,5.0,10.0,20,2,47,Good,#00E400
2024-07-14 21:00:00,13.916666666666666,26.262666466666666,48.4834992,False,23.0,743.1,753.9,69.0,11.0,4.0,10.0,21,2,55,Moderate,#FFFF00
2024-07-14 22:00:00,15.683333333333334,25.297499716666668,51.09633265,False,21.0,743.0,753.9,73.0,11.0,4.0,10.0,22,2,59,Moderate,#FFFF00
2024-07-14 23:00:00,17.133333333333333,24.770999683333333,52.60099901666667,False,21.0,743.0,753.9,69.0,13.0,4.0,10.0,23,2,62,Moderate,#FFFF00
2024-07-15 00:00:00,18.05,24.1031664,55.83816591666667,False,20.0,743.0,753.9,73.0,13.0,3.0,10.0,0,2,64,Moderate,#FFFF00
2024-07-15 01:00:00,19.216666666666665,22.81883305,60.478999,False,19.0,743.0,753.9,78.0,13.0,4.0,10.0,1,2,66,Moderate,#FFFF00
2024-07-15 02:00:00,18.883333333333333,21.30766638333333,66.93616531666666,False,19.0,743.0,753.9,78.0,13.0,4.0,10.0,2,2,65,Moderate,#FFFF00
2024-07-15 03:00:00,37.45167759976928,,,False,18.0,742.9,753.9,83.0,11.0,4.0,10.0,3,2,106,Unhealthy for Sensitive Groups,#FF7E00
2024-07-15 04:00:00,26.53390072767791,,,False,17.0,742.9,753.9,88.0,13.0,2.0,10.0,4,2,82,Moderate,#FFFF00
2024-07-15 05:00:00,17.09236038229252,,,False,18.0,743.6,754.6,88.0,11.0,2.0,10.0,5,2,62,Moderate,#FFFF00
2024-07-15 06:00:00,17.466666666666665,24.576833116666663,61.26266548333333,False,23.0,743.8,754.6,69.0,13.0,3.0,10.0,6,2,62,Moderate,#FFFF00
2024-07-15 07:00:00,21.525,25.91283298333333,59.209248933333335,False,25.0,743.9,754.6,65.0,11.0,2.0,10.0,7,2,71,Moderate,#FFFF00
2024-07-15 08:00:00,19.25,27.767999616666668,54.67916595,False,27.0,744.7,755.4,54.0,14.0,1.0,10.0,8,2,66,Moderate,#FFFF00
2024-07-15 09:00:00,13.85,28.92783285,46.89433266666666,False,28.0,744.0,754.6,51.0,12.0,3.0,10.0,9,2,55,Moderate,#FFFF00
2024-07-15 10:00:00,11.683333333333334,29.837833083333333,41.386999116666665,False,28.0,744.0,754.6,45.0,13.0,3.0,10.0,10,2,49,Good,#00E400
2024-07-15 11:00:00,11.5,31.07283295,39.37449935,False,30.0,744.0,754.6,40.0,12.0,3.0,10.0,11,2,48,Good,#00E400
2024-07-15 12:00:00,11.533333333333331,33.0764996,36.53916611666667,False,30.0,743.4,753.9,38.0,13.0,3.0,10.0,12,2,49,Good,#00E400
2024-07-15 13:00:00,11.533333333333331,33.6079995,35.46483283333334,False,32.0,743.4,753.9,31.0,13.0,4.0,10.0,13,2,49,Good,#00E400
2024-07-15 14:00:00,11.9,34.13466641666666,34.470499450000005,False,31.0,743.4,753.9,35.0,11.0,5.0,10.0,14,2,50,Good,#00E400
2024-07-15 15:00:00,11.583333333333334,33.85949958333333,35.033166566666665,False,32.0,743.4,753.9,38.0,12.0,3.0,10.0,15,2,49,Good,#00E400
2024-07-15 16:00:00,12.05,34.10949945,34.432166233333334,False,32.0,743.4,753.9,36.0,12.0,3.0,10.0,16,2,51,Good,#00E400
2024-07-15 17:00:00,12.783333333333331,32.864166250000004,36.08516621666667,False,31.0,743.4,753.9,38.0,12.0,4.0,10.0,17,2,52,Moderate,#FFFF00
2024-07-15 18:00:00,14.7,31.50416608333333,39.14283275,False,30.0,742.6,753.1,49.0,12.0,2.0,10.0,18,2,57,Moderate,#FFFF00
2024-07-15 19:00:00,14.7,30.1211662,43.08349931666667,False,28.0,743.3,753.9,58.0,12.0,3.0,10.0,19,2,57,Moderate,#FFFF00
2024-07-15 20:00:00,19.116666666666667,28.80749965,42.88983266666666,False,26.0,743.2,753.9,65.0,11.0,3.0,10.0,20,2,66,Moderate,#FFFF00
2024-07-15 21:00:00,17.633333333333333,27.690166283333333,47.60616615,False,24.0,743.1,753.9,69.0,13.0,3.0,10.0,21,2,63,Moderate,#FFFF00
2024-07-15 22:00:00,15.316666666666666,26.762166333333333,48.987832616666665,False,23.0,743.1,753.9,69.0,11.0,3.0,10.0,22,2,58,Moderate,#FFFF00
2024-07-15 23:00:00,16.55,25.969499666666664,52.4289994,False,23.0,743.1,753.9,69.0,13.0,3.0,10.0,23,2,61,Moderate,#FFFF00
2024-07-16 00:00:00,17.083333333333332,25.205333,55.25849923333333,False,21.0,742.2,753.1,78.0,13.0,3.0,10.0,0,2,62,Moderate,#FFFF00
2024-07-16 01:00:00,16.616666666666667,24.148666416666668,59.85533261666667,False,21.0,742.2,753.1,78.0,13.0,3.0,10.0,1,2,61,Moderate,#FFFF00
2024-07-16 02:00:00,16.116666666666667,22.97549963333333,65.459332425,False,20.0,742.2,753.1,83.0,11.0,3.0,10.0,2,2,60,Moderate,#FFFF00
2024-07-16 03:00:00,16.5,22.7184994,67.09116546666667,False,22.0,742.3,753.1,73.0,9.0,4.0,10.0,3,2,60,Moderate,#FFFF00
2024-07-16 04:00:00,48.06666666666667,22.80033303333333,68.601499,False,21.0,742.2,753.1,78.0,9.0,3.0,10.0,4,2,132,Unhealthy for Sensitive Groups,#FF7E00
2024-07-16 05:00:00,41.18333333333334,23.599444133333336,67.58266572777778,False,21.0,741.5,752.3,78.0,9.0,2.0,10.0,5,2,115,Unhealthy for Sensitive Groups,#FF7E00
2024-07-16 06:00:00,34.300000000000004,24.398555233333333,66.56383245555556,False,21.0,742.2,753.1,83.0,14.0,1.0,10.0,6,2,98,Moderate,#FFFF00
2024-07-16 07:00:00,27.416666666666668,25.19766633333333,65.54499918333333,False,23.0,742.3,753.1,74.0,1.0,2.0,10.0,7,2,84,Moderate,#FFFF00
2024-07-16 08:00:00,30.616666666666667,26.1831664,63.90416575,False,24.0,742.4,753.1,78.0,14.0,1.0,10.0,8,2,91,Moderate,#FFFF00
2024-07-16 09:00:00,30.4,27.520832791666667,57.39099899166667,False,25.0,742.4,753.1,69.0,10.0,2.0,10.0,9,2,90,Moderate,#FFFF00
2024-07-16 10:00:00,30.216666666666665,27.442749608333333,59.94241603333333,False,26.0,742.4,753.1,70.0,13.0,4.0,10.0,10,2,90,Moderate,#FFFF00
2024-07-16 11:00:00,21.78333333333333,27.277833016666666,58.16749893333333,False,26.0,743.2,753.9,65.0,17.0,6.0,10.0,11,2,72,Moderate,#FFFF00
2024-07-16 12:00:00,13.701666666666666,28.62174951333333,46.55563273,False,26.0,743.2,753.9,61.0,12.0,6.0,10.0,12,2,54,Moderate,#FFFF00
2024-07-16 13:00:00,14.823333333333332,29.673332836666667,37.75836593666666,False,28.0,743.3,753.9,42.0,12.0,4.0,10.0,13,2,57,Moderate,#FFFF00
2024-07-16 14:00:00,4.733333333333333,29.586499600000003,37.71833265,False,27.0,742.5,753.1,45.0,13.0,5.0,10.0,14,2,20,Good,#00E400
2024-07-16 15:00:00,7.466666666666667,29.729999566666667,39.37633285,False,28.0,742.5,753.1,42.0,13.0,4.0,10.0,15,2,31,Good,#00E400
2024-07-16 16:00:00,8.95,28.958083166666665,43.71891611666667,False,27.0,742.5,753.1,51.0,12.0,3.0,10.0,16,2,38,Good,#00E400
2024-07-16 17:00:00,12.15,28.93849975,46.866166033333336,False,27.0,742.5,753.1,48.0,12.0,2.0,10.0,17,2,51,Moderate,#FFFF00
2024-07-16 18:00:00,18.83333333333333,28.07283305,52.159999283333335,False,27.0,742.5,753.1,54.0,17.0,5.0,10.0,18,2,65,Moderate,#FFFF00
2024-07-16 19:00:00,17.1,25.208166233333333,62.046999033333336,False,25.0,742.4,753.1,65.0,17.0,4.0,10.0,19,2,62,Moderate,#FFFF00
2024-07-16 20:00:00,17.466666666666665,24.86483305,61.20483243333333,False,22.0,742.3,753.1,78.0,12.0,2.0,10.0,20,2,62,Moderate,#FFFF00
2024-07-16 21:00:00,15.45,24.38216645,62.6913324,False,22.0,742.3,753.1,78.0,6.0,2.0,10.0,21,2,58,Moderate,#FFFF00
2024-07-16 22:00:00,13.583333333333334,23.958332833333333,63.8028323,False,20.0,742.2,753.1,83.0,7.0,0.0,10.0,22,2,54,Moderate,#FFFF00
2024-07-16 23:00:00,13.083333333333334,23.89783285,62.2263322,False,21.0,742.2,753.1,78.0,7.0,0.0,10.0,23,2,53,Moderate,#FFFF00
2024-07-17 00:00:00,15.45,23.436333016666666,63.57383261666666,False,20.0,741.4,752.3,88.0,7.0,0.0,10.0,0,2,58,Moderate,#FFFF00
2024-07-17 01:00:00,51.86666666666667,22.969166266666665,67.10016515,False,20.0,741.4,752.3,88.0,7.0,0.0,10.0,1,2,142,Unhealthy for Sensitive Groups,#FF7E00
2024-07-17 02:00:00,38.41666666666666,22.6920552,65.1723877,False,21.0,742.2,753.1,78.0,12.0,2.0,10.0,2,2,108,Unhealthy for Sensitive Groups,#FF7E00
2024-07-17 03:00:00,24.966666666666665,22.41494413333333,63.24461025,False,20.0,741.4,752.3,78.0,13.0,3.0,10.0,3,2,78,Moderate,#FFFF00
2024-07-17 04:00:00,11.516666666666667,22.137833066666666,61.3168328,False,20.0,741.4,752.3,78.0,12.0,2.0,10.0,4,2,49,Good,#00E400
2024-07-17 05:00:00,12.883333333333333,22.33766635,61.45683205,False,20.0,741.4,752.3,78.0,16.0,2.0,10.0,5,2,53,Moderate,#FFFF00
2024-07-17 06:00:00,31.056603773584907,22.38282996226415,62.92452766037736,False,21.0,742.2,753.1,73.0,17.0,2.0,10.0,6,2,92,Moderate,#FFFF00
2024-07-17 07:00:00,20.8,20.80399982,84.2439983,False,22.0,742.3,753.1,69.0,15.0,2.0,10.0,7,2,70,Moderate,#FFFF00
2024-07-17 08:00:00,11.816666666666666,21.360666516666665,80.57649880000001,False,21.0,742.2,753.1,83.0,6.0,2.0,10.0,8,2,50,Good,#00E400
2024-07-17 09:00:00,24.65,22.52541630833333,75.95649863333333,False,23.0,741.5,752.3,65.0,14.0,1.0,10.0,9,2,78,Moderate,#FFFF00
2024-07-17 10:00:00,32.90833333333333,22.246999766666665,74.27558234166666,False,25.0,741.6,752.3,57.0,12.0,2.0,10.0,10,2,95,Moderate,#FFFF00
2024-07-17 11:00:00,40.65,20.896832916666668,86.2238318,False,24.0,741.6,752.3,69.0,5.0,3.0,10.0,11,2,114,Unhealthy for Sensitive Groups,#FF7E00
2024-07-17 12:00:00,26.316666666666663,24.352833116666663,75.46916508333334,False,27.0,741.0,751.6,51.0,9.0,4.0,10.0,12,2,81,Moderate,#FFFF00
2024-07-17 13:00:00,18.633333333333333,28.128999466666663,53.20383268333333,False,28.0,741.0,751.6,48.0,8.0,5.0,10.0,13,2,65,Moderate,#FFFF00
2024-07-17 14:00:00,21.0,29.96716633333333,46.057832733333335,False,28.0,741.0,751.6,51.0,8.0,4.0,10.0,14,2,70,Moderate,#FFFF00
2024-07-17 15:00:00,10.3,30.7138329,44.85533256666667,False,28.0,740.2,750.8,51.0,9.0,5.0,10.0,15,2,43,Good,#00E400
2024-07-17 16:00:00,9.716666666666669,30.43099958333333,45.92749933333334,False,28.0,740.2,750.8,55.0,13.0,5.0,10.0,16,2,41,Good,#00E400
2024-07-17 17:00:00,9.716666666666669,29.98866633333333,46.9156661,False,28.0,739.5,750.1,48.0,13.0,5.0,10.0,17,2,41,Good,#00E400
2024-07-17 18:00:00,11.066666666666666,27.571333016666664,55.00383255,False,28.0,739.5,750.1,48.0,12.0,4.0,10.0,18,2,47,Good,#00E400
2024-07-17 19:00:00,13.55,26.37516655,58.59016595,False,25.0,739.4,750.1,61.0,13.0,4.0,10.0,19,2,54,Moderate,#FFFF00
2024-07-17 20:00:00,16.266666666666666,25.9451663,58.13349921666666,False,24.0,739.4,750.1,69.0,12.0,3.0,10.0,20,2,60,Moderate,#FFFF00
2024-07-17 21:00:00,13.116666666666667,25.32833305,62.39533241666666,False,24.0,739.4,750.1,65.0,12.0,4.0,10.0,21,2,53,Moderate,#FFFF00
2024-07-17 22:00:00,21.3,23.738833083333336,68.95949923333333,False,23.0,739.4,750.1,74.0,12.0,4.0,10.0,22,2,71,Moderate,#FFFF00
2024-07-17 23:00:00,12.166666666666666,22.955499683333333,73.45999913333334,False,23.0,739.4,750.1,74.0,14.0,1.0,10.0,23,2,51,Moderate,#FFFF00
2024-07-18 00:00:00,86.9,22.10599975,79.34149866666667,False,22.0,738.5,749.3,78.0,9.0,4.0,10.0,0,2,168,Unhealthy,#FF0000
2024-07-18 01:00:00,35.25833333333333,20.98474978333333,82.941832425,False,20.0,737.7,748.5,88.0,8.0,3.0,10.0,1,2,100,Moderate,#FFFF00
2024-07-18 02:00:00,19.433333333333334,20.463999750000003,88.29766561666666,False,20.0,737.7,748.5,88.0,8.0,4.0,10.0,2,2,67,Moderate,#FFFF00
2024-07-18 03:00:00,67.13333333333334,20.240499716666665,89.57433243333334,False,19.0,737.6,748.5,94.0,4.0,3.0,10.0,3,2,157,Unhealthy,#FF0000
2024-07-18 04:00:00,21.8,20.1298331,89.87016551666667,False,18.0,737.6,748.5,100.0,5.0,3.0,10.0,4,2,72,Moderate,#FFFF00
2024-07-18 05:00:00,22.133333333333333,20.803499716666668,86.64949918333333,False,19.0,737.6,748.5,94.0,8.0,3.0,10.0,5,2,72,Moderate,#FFFF00
2024-07-18 06:00:00,34.93333333333333,21.704333166666668,81.55791607500001,False,20.0,737.7,748.5,94.0,10.0,3.0,10.0,6,2,100,Moderate,#FFFF00
2024-07-18 07:00:00,22.48333333333333,22.564583,77.264582425,False,22.0,737.7,748.5,83.0,5.0,3.0,10.0,7,2,73,Moderate,#FFFF00
2024-07-18 08:00:00,10.983333333333333,23.04608315,76.90466611666668,False,23.0,738.6,749.3,78.0,4.0,5.0,10.0,8,2,46,Good,#00E400
2024-07-18 09:00:00,11.133333333333333,23.715249716666666,74.17149911666667,False,24.0,737.8,748.5,74.0,4.0,5.0,10.0,9,2,47,Good,#00E400
2024-07-18 10:00:00,8.366666666666667,24.792666416666663,68.03749836666667,False,25.0,737.9,748.5,69.0,0.0,5.0,10.0,10,2,35,Good,#00E400
2024-07-18 11:00:00,11.408333333333331,25.102416466666668,66.67374915,False,25.0,738.6,749.3,69.0,4.0,6.0,10.0,11,2,48,Good,#00E400
2024-07-18 12:00:00,48.9,26.54391638333333,58.82033228333333,False,25.0,737.9,748.5,65.0,5.0,7.0,10.0,12,2,134,Unhealthy for Sensitive Groups,#FF7E00
2024-07-18 13:00:00,50.06666666666667,27.021999766666667,56.572832250000005,False,25.0,737.9,748.5,57.0,4.0,6.0,10.0,13,2,137,Unhealthy for Sensitive Groups,#FF7E00
2024-07-18 14:00:00,24.375,26.769083,55.94891574166666,False,25.0,737.9,748.5,61.0,0.0,6.0,10.0,14,2,77,Moderate,#FFFF00
2024-07-18 15:00:00,11.25,27.09033293333333,54.093332333333336,False,26.0,737.9,748.5,54.0,4.0,5.0,10.0,15,2,47,Good,#00E400
2024-07-18 16:00:00,5.25,28.14583285,50.21516606666667,False,27.0,737.2,747.8,51.0,5.0,5.0,10.0,16,2,22,Good,#00E400
2024-07-18 17:00:00,4.3,27.54383303333333,51.21399935,False,26.0,737.9,748.5,54.0,4.0,5.0,10.0,17,2,18,Good,#00E400
2024-07-18 18:00:00,9.85,26.9548329,53.98166596666667,False,26.0,737.9,748.5,54.0,5.0,4.0,10.0,18,2,42,Good,#00E400
2024-07-18 19:00:00,84.76666666666667,25.548749691666668,60.0129992,False,22.0,737.7,748.5,83.0,3.0,6.0,10.0,19,2,166,Unhealthy,#FF0000
2024-07-18 20:00:00,50.00833333333333,24.3026246875,65.09024911666666,False,21.0,738.5,749.3,88.0,3.0,5.0,10.0,20,2,137,Unhealthy for Sensitive Groups,#FF7E00
2024-07-18 21:00:00,15.25,23.05649968333333,70.16749903333333,False,20.0,738.5,749.3,94.0,3.0,4.0,10.0,21,2,58,Moderate,#FFFF00
2024-07-18 22:00:00,14.75,22.3179997,73.19933226666667,False,19.0,738.4,749.3,100.0,2.0,3.0,10.0,22,2,57,Moderate,#FFFF00
2024-07-18 23:00:00,14.883333333333333,21.262333,78.35166559999999,False,20.0,738.5,749.3,88.0,1.0,4.0,10.0,23,2,57,Moderate,#FFFF00
2024-07-19 00:00:00,16.183333333333334,20.46249975,82.76949846666666,False,19.0,737.6,748.5,94.0,0.0,4.0,10.0,0,2,60,Moderate,#FFFF00
2024-07-19 01:00:00,17.916666666666668,19.71483308333333,86.43516515,False,19.0,737.6,748.5,100.0,1.0,4.0,10.0,1,2,63,Moderate,#FFFF00
2024-07-19 02:00:00,20.916666666666668,19.51933316666667,87.09299821666667,False,19.0,737.6,748.5,100.0,1.0,3.0,10.0,2,2,70,Moderate,#FFFF00
2024-07-19 03:00:00,21.633333333333333,18.92683298333333,89.42366505,False,18.0,738.4,749.3,100.0,1.0,4.0,10.0,3,2,71,Moderate,#FFFF00
2024-07-19 04:00:00,19.433333333333334,18.735833116666665,92.60116583333334,False,18.0,738.4,749.3,100.0,2.0,4.0,10.0,4,2,67,Moderate,#FFFF00
2024-07-19 05:00:00,20.183333333333334,19.19999968333333,91.02333216666666,False,18.0,738.4,749.3,100.0,2.0,4.0,10.0,5,2,68,Moderate,#FFFF00
2024-07-19 06:00:00,16.05,19.82649981666667,85.21283245,False,19.0,738.4,749.3,100.0,0.0,5.0,10.0,6,2,59,Moderate,#FFFF00
2024-07-19 07:00:00,11.766666666666667,20.37783316666667,77.6614989,False,19.0,739.2,750.1,94.0,0.0,5.0,10.0,7,2,50,Good,#00E400
2024-07-19 08:00:00,10.283333333333331,20.860832866666662,71.41849936666668,False,21.0,739.3,750.1,83.0,1.0,6.0,10.0,8,2,43,Good,#00E400
2024-07-19 09:00:00,11.3,21.884332916666665,66.86433244999999,False,22.0,739.3,750.1,69.0,4.0,6.0,10.0,9,2,48,Good,#00E400
2024-07-19 10:00:00,10.441666666666666,22.94399968333333,61.8901658,False,23.0,739.4,750.1,61.0,0.0,5.0,10.0,10,2,44,Good,#00E400
2024-07-19 11:00:00,9.65,24.367416391666666,55.558249333333336,False,23.0,739.4,750.1,57.0,4.0,6.0,10.0,11,2,41,Good,#00E400
2024-07-19 12:00:00,9.0,26.5029163,48.38874929166666,False,25.0,739.4,750.1,51.0,4.0,4.0,10.0,12,2,38,Good,#00E400
2024-07-19 13:00:00,9.166666666666666,27.10083305,44.87266611666666,False,25.0,739.4,750.1,51.0,10.0,5.0,10.0,13,2,39,Good,#00E400
2024-07-19 14:00:00,11.15,27.593332875,43.778749325,False,26.0,739.5,750.1,48.0,5.0,4.0,10.0,14,2,47,Good,#00E400
2024-07-19 15:00:00,11.366666666666667,29.209499583333333,41.05549933333334,False,26.0,739.5,750.1,48.0,0.0,3.0,10.0,15,2,48,Good,#00E400
2024-07-19 16:00:00,11.45,29.846999683333333,39.81899945,False,26.0,739.5,750.1,48.0,4.0,2.0,10.0,16,2,48,Good,#00E400
2024-07-19 17:00:00,13.783333333333331,28.13433295,43.83516615,False,27.0,739.5,750.1,45.0,14.0,1.0,10.0,17,2,55,Moderate,#FFFF00
2024-07-19 18:00:00,15.5,26.26183303333333,48.217665933333336,False,25.0,739.4,750.1,54.0,3.0,2.0,10.0,18,2,58,Moderate,#FFFF00
2024-07-19 19:00:00,19.091666666666665,25.6917496,50.7254161,False,24.0,739.4,750.1,61.0,6.0,2.0,10.0,19,2,66,Moderate,#FFFF00
2024-07-19 20:00:00,24.016666666666666,24.83366645,55.42683238333333,False,23.0,739.4,750.1,69.0,14.0,1.0,10.0,20,2,76,Moderate,#FFFF00
2024-07-19 21:00:00,25.03333333333333,24.03683285,59.3884988,False,22.0,739.3,750.1,69.0,17.0,2.0,10.0,21,2,79,Moderate,#FFFF00
2024-07-19 22:00:00,24.28333333333333,23.810499683333333,61.37599915,False,21.0,739.3,750.1,73.0,17.0,2.0,10.0,22,2,77,Moderate,#FFFF00
2024-07-19 23:00:00,24.35,23.02899975,64.76649861666667,False,19.0,739.2,750.1,88.0,2.0,2.0,10.0,23,2,77,Moderate,#FFFF00
2024-07-20 00:00:00,22.866666666666667,22.41166615,67.76224844166667,False,20.0,739.3,750.1,78.0,15.0,3.0,10.0,0,2,74,Moderate,#FFFF00
2024-07-20 01:00:00,17.716666666666665,21.849333016666662,70.18633196666666,False,20.0,739.3,750.1,83.0,15.0,3.0,10.0,1,2,63,Moderate,#FFFF00
2024-07-20 02:00:00,7.966666666666667,21.5659996,68.01733245,False,19.0,738.4,749.3,94.0,3.0,2.0,10.0,2,2,34,Good,#00E400
2024-07-20 03:00:00,6.466666666666667,21.37183308333333,68.92466603333334,False,19.0,738.4,749.3,83.0,14.0,1.0,10.0,3,2,27,Good,#00E400
2024-07-20 04:00:00,6.9,20.97833295,70.11216633333333,False,18.0,739.2,750.1,94.0,15.0,3.0,10.0,4,2,29,Good,#00E400
2024-07-20 05:00:00,7.283333333333333,20.996332966666667,71.40483276666667,False,19.0,739.2,750.1,83.0,3.0,2.0,10.0,5,2,31,Good,#00E400
